Network,Device,IP,DNS,NetBIOS,Comments,Team,CRQ,OS,QID,Title,vSTATUS,PORT,SSL,FirstDetected,LastDetected,CVE,CVSS,Solution,RESULT,AssetID,AssetLinkID
"ARC","UnixServer","10.64.0.42","arc-prd-aut1","","","","","Red Hat Enterprise Linux Server 7.9","241822","Red Hat Update for kernel (RHSA-2023:4151)","Active"," ","false","2023-07-20","2023-08-11","CVE-2022-3564 ","7.1","Refer to Red Hat security advisory [RHSA-2023:4151](https://access.redhat.com/errata/RHSA-2023:4151) for updates and patch information.\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [RHSA-2023:4151:Red Hat Enterprise Linux](https://access.redhat.com/errata/RHSA-2023:4151)","Package\tInstalled Version\tRequired Version\nkernel-tools-libs\t3.10.0-1160.92.1.el7.x86_64\t3.10.0-1160.95.1.el7\nbpftool\t3.10.0-1160.92.1.el7.x86_64\t3.10.0-1160.95.1.el7\nkernel\t3.10.0-1160.83.1.el7.x86_;","19001359","1014228"
"ARC","UnixServer","10.64.0.42","arc-prd-aut1","","","","","Red Hat Enterprise Linux Server 7.9","241834","Red Hat Update for bind (RHSA-2023:4152)","Active"," ","false","2023-07-20","2023-08-11","CVE-2023-2828 ","7.5","Refer to Red Hat security advisory [RHSA-2023:4152](https://access.redhat.com/errata/RHSA-2023:4152) for updates and patch information.\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [RHSA-2023:4152:Red Hat Enterprise Linux](https://access.redhat.com/errata/RHSA-2023:4152)","Package\tInstalled Version\tRequired Version\nbind-libs\t9.11.4-26.P2.el7_9.13.x86_64\t9.11.4-26.P2.el7_9.14\nbind-license\t9.11.4-26.P2.el7_9.13.noarch\t9.11.4-26.P2.el7_9.14\nbind-export-libs\t9.11.4-26.P2.e;","19001359","1014228"
"ARC","UnixServer","10.64.0.42","arc-prd-aut1","","","","","Red Hat Enterprise Linux Server 7.9","374873","Oracle Java SE Critical Patch Update - January 2021 (CPUJAN2021)","Active"," ","false","2021-01-20","2023-08-11","CVE-2020-14803 ","5.3","The vendor has released updates to resolve these issues. \n\nCustomers are advised to refer to vendor advisory [Oracle Critical Patch Update Advisory - January 2021](https://www.oracle.com/security-alerts/cpujan2021.html#AppendixJAVA) \nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [Oracle Critical Patch Update Advisory - January 2021:Java](https://www.oracle.com/security-alerts/cpujan2021.html#AppendixJAVA)","Install Location\tVersion\tDetection Type\t\n/data1/common/app/oracle/product/database_cl_122/OPatch/jre/bin/java\t1.8.0_241-b07\tEnhanced\t\n/data1/common/app/oracle/product/database_cl_122/jdk/bin/java\t1.8;","19001359","1014228"
"ARC","UnixServer","10.64.0.42","arc-prd-aut1","","","","","Red Hat Enterprise Linux Server 7.9","377642","Oracle Java Standard Edition (SE) Critical Patch Update - October 2022 (CPUOCT2022)","Active"," ","false","2022-10-19","2023-08-11","CVE-2022-21618  CVE-2022-21619  CVE-2022-21624  CVE-2022-21626  CVE-2022-21628  CVE-2022-39399 ","5.3","The vendor has released updates to resolve these issues. \n\nCustomers are advised to refer to vendor advisory [Oracle Critical Patch Update Advisory - October 2022](https://www.oracle.com/security-alerts/cpuoct2022.html#AppendixJAVA) \nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [Oracle Critical Patch Update Advisory - Oct 2022](https://www.oracle.com/security-alerts/cpuoct2022.html)","Install Location\tVersion\tDetection Type\t\n/data1/common/app/oracle/product/database_cl_122/OPatch/jre/bin/java\t1.8.0_241-b07\tEnhanced\t\n/data1/common/app/oracle/product/database_cl_122/jdk/bin/java\t1.8;","19001359","1014228"
"ARC","UnixServer","10.64.0.42","arc-prd-aut1","","","","","Red Hat Enterprise Linux Server 7.9","374888","Mutt Man In The Middle Vulnerability","Active"," ","false","2021-01-27","2023-08-11","CVE-2020-28896 ","5.3","Customers are advised to install the latest version of [Mutt](http://www.mutt.org/download.html).\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [Mutt](http://www.mutt.org/download.html)","Mutt 1.5.21 (2010-09-15)\nMutt comes with ABSOLUTELY NO WARRANTY; for details type `mutt -vv&apos;.\nMutt is free software, and you are welcome to redistribute it;","19001359","1014228"
"ARC","UnixServer","10.64.0.42","arc-prd-aut1","","","","","Red Hat Enterprise Linux Server 7.9","375477","Oracle Java SE Critical Patch Update - April 2021 (CPUAPR2021)","Active"," ","false","2021-04-22","2023-08-11","CVE-2021-2161  CVE-2021-2163 ","5.9","The vendor has released updates to resolve these issues. \n\nCustomers are advised to refer to vendor advisory [Oracle Critical Patch Update Advisory - April 2021](https://www.oracle.com/security-alerts/cpuapr2021.html#AppendixJAVA) \nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [Oracle Critical Patch Update Advisory - April 2021](https://www.oracle.com/security-alerts/cpuapr2021.html#AppendixJAVA)","Install Location\tVersion\tDetection Type\t\n/data1/common/app/oracle/product/database_cl_122/OPatch/jre/bin/java\t1.8.0_241-b07\tEnhanced\t\n/data1/common/app/oracle/product/database_cl_122/jdk/bin/java\t1.8;","19001359","1014228"
"ARC","UnixServer","10.64.0.42","arc-prd-aut1","","","","","Red Hat Enterprise Linux Server 7.9","377904","Oracle Java Standard Edition (SE) Critical Patch Update - January 2023 (CPUJAN2023)","Active"," ","false","2023-01-18","2023-08-11","CVE-2023-21830  CVE-2023-21835  CVE-2023-21843 ","5.3","The vendor has released updates to resolve these issues. \n\nCustomers are advised to refer to vendor advisory [Oracle Critical Patch Update Advisory - January 2023](https://www.oracle.com/security-alerts/cpujan2023.html#AppendixJAVA) \nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [Oracle Critical Patch Update Advisory - Jan 2023](https://www.oracle.com/security-alerts/cpujan2023.html)","Install Location\tVersion\tDetection Type\t\n/data1/common/app/oracle/product/database_cl_122/OPatch/jre/bin/java\t1.8.0_241-b07\tEnhanced\t\n/data1/common/app/oracle/product/database_cl_122/jdk/bin/java\t1.8;","19001359","1014228"
"ARC","UnixServer","10.64.0.42","arc-prd-aut1","","","","","Red Hat Enterprise Linux Server 7.9","376813","Azure Open Management Infrastructure (OMI) Elevation of Privilege Vulnerability for August 2022","Active"," ","false","2022-08-10","2023-08-11","CVE-2022-33640 ","7.8","Customers are advised to refer to [CVE-2022-33640](https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-33640) for more details pertaining to this vulnerability\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [CVE-2022-33640](https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2022-33640)","Package\tInstalled Version\tRequired Version\nomi\t1.6.8-1.x86_64\t1.6.10-2;","19001359","1014228"
"ARC","UnixServer","10.64.0.42","arc-prd-aut1","","","","","Red Hat Enterprise Linux Server 7.9","241859","Red Hat Update for java-11-openjdk (RHSA-2023:4233)","Active"," ","false","2023-07-25","2023-08-11","CVE-2023-22006  CVE-2023-22036  CVE-2023-22041  CVE-2023-22045  CVE-2023-22049  CVE-2023-25193 ","7.5","Refer to Red Hat security advisory [RHSA-2023:4233](https://access.redhat.com/errata/RHSA-2023:4233) for updates and patch information.\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [RHSA-2023:4233:Red Hat Enterprise Linux](https://access.redhat.com/errata/RHSA-2023:4233)","Package\tInstalled Version\tRequired Version\njava-11-openjdk-headless\t11.0.19.0.7-1.el7_9.x86_64\t11.0.20.0.8-1.el7_9\njava-11-openjdk\t11.0.19.0.7-1.el7_9.x86_64\t11.0.20.0.8-1.el7_9;","19001359","1014228"
"ARC","Windows","10.64.0.40","arc-prd-rdp1","ARC-PRD-RDP1","","","","Windows Server 2016 Datacenter 64 bit Edition Version 1607","378332","Microsoft WinVerifyTrust Signature Validation Vulnerability","Active"," ","false","2023-04-07","2023-08-31","CVE-2013-3900 ","7.4","Customers are advised to refer to [WinVerifyTrust Signature Validation](https://msrc.microsoft.com/update-guide/vulnerability/CVE-2013-3900) for further details pertaining to this.\nOpting into this stricter verification behavior causes the WinVerifyTrust function to perform strict Windows Authenticode signature verification for PE files. After opting-in, PE files will be considered &quot;unsigned&quot; if Windows identifies content in them that does not conform to the Authenticode specification. This may impact some installers. If you are using an installer that is impacted, Microsoft recommends using an installer that only extracts content from validated portions of the signed file.\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [CVE-2013-3900](https://msrc.microsoft.com/update-guide/vulnerability/CVE-2013-3900)","HKLM\\Software\\Microsoft\\Cryptography\\Wintrust\\Config EnableCertPaddingCheck is missing. \nHKLM\\Software\\Wow6432Node\\Microsoft\\Cryptography\\Wintrust\\Config EnableCertPaddingCheck is missing.;","20066222","1014872"
"ARC","Windows","10.64.0.40","arc-prd-rdp1","ARC-PRD-RDP1","","","","Windows Server 2016 Datacenter 64 bit Edition Version 1607","378475","Mozilla Firefox Multiple Vulnerabilities (MFSA2023-16)","Active"," ","false","2023-05-10","2023-08-31","CVE-2023-32205  CVE-2023-32206  CVE-2023-32207  CVE-2023-32208  CVE-2023-32209  CVE-2023-32210  CVE-2023-32211  CVE-2023-32212  CVE-2023-32213  CVE-2023-32214  CVE-2023-32215  CVE-2023-32216 ","9.8","Vendor has released fix to address these vulnerabilities. Refer to [MFSA2023-16 or later](https://www.mozilla.org/en-US/security/advisories/mfsa2023-16/)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [MFSA2023-16](https://www.mozilla.org/en-US/security/advisories/mfsa2023-16/)","C:\\Program Files\\Mozilla Firefox\\firefox.exe  Version is  95.0.0.0;","20066222","1014872"
"ARC","Windows","10.64.0.40","arc-prd-rdp1","ARC-PRD-RDP1","","","","Windows Server 2016 Datacenter 64 bit Edition Version 1607","378726","Mozilla Firefox Multiple Vulnerabilities (MFSA2023-29)","Active"," ","false","2023-08-02","2023-08-31","CVE-2023-4045  CVE-2023-4046  CVE-2023-4047  CVE-2023-4048  CVE-2023-4049  CVE-2023-4050  CVE-2023-4051  CVE-2023-4052  CVE-2023-4053  CVE-2023-4054  CVE-2023-4055  CVE-2023-4056  CVE-2023-4057  CVE-2023-4058 ","9.8","Vendor has released fix to address these vulnerabilities. Upgrade to Firefox 116 to fix vulnerability, you can also refer [MFSA2023-29 or later](https://www.mozilla.org/en-US/security/advisories/mfsa2023-29/) for more details.\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [MFSA2023-29](https://www.mozilla.org/en-US/security/advisories/mfsa2023-29/)","C:\\Program Files\\Mozilla Firefox\\firefox.exe  Version is  95.0.0.0;","20066222","1014872"
"ARC","Windows","10.64.0.40","arc-prd-rdp1","ARC-PRD-RDP1","","","","Windows Server 2016 Datacenter 64 bit Edition Version 1607","378816","Mozilla Firefox Multiple Vulnerabilities (MFSA2023-34)","Active"," ","false","2023-08-30","2023-08-31","CVE-2023-4573  CVE-2023-4574  CVE-2023-4575  CVE-2023-4576  CVE-2023-4577  CVE-2023-4578  CVE-2023-4579  CVE-2023-4580  CVE-2023-4581  CVE-2023-4582  CVE-2023-4583  CVE-2023-4584  CVE-2023-4585 ","8.6","Vendor has released fix to address these vulnerabilities. Upgrade to Firefox 117 to fix vulnerability, you can also refer [MFSA2023-34 or later](https://www.mozilla.org/en-US/security/advisories/mfsa2023-34/) for more details.\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [MFSA2023-34](https://www.mozilla.org/en-US/security/advisories/mfsa2023-34/)","C:\\Program Files\\Mozilla Firefox\\firefox.exe  Version is  95.0.0.0;","20066222","1014872"
"ARC","Windows","10.64.0.40","arc-prd-rdp1","ARC-PRD-RDP1","","","","Windows Server 2016 Datacenter 64 bit Edition Version 1607","378819","Notepad++ Multiple Vulnerabilities (Zero Day)","Active"," ","false","2023-08-30","2023-08-31","CVE-2023-40031  CVE-2023-40036  CVE-2023-40164  CVE-2023-40166 ","7.8","There is no information about fixed version.","C:\\Program Files\\Notepad++\\notepad++.exe  Version is  7.9.2.0;","20066222","1014872"
"ARC","Windows","10.64.0.40","arc-prd-rdp1","ARC-PRD-RDP1","","","","Windows Server 2016 Datacenter 64 bit Edition Version 1607","378065","Notepad++ \"UxTheme.dll\" DLL Hijacking Vulnerability (CVE-2022-32168)","Active"," ","false","2023-04-04","2023-08-31","CVE-2022-32168 ","7.8","Customers are advised to upgrade to Notepad++ version 8.4.1 For more information, [click here.](https://notepad-plus-plus.org/downloads/)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [Notepad Plus Plus:Notepad Plus Plus](https://notepad-plus-plus.org/)","C:\\Program Files\\Notepad++\\notepad++.exe  Version is  7.9.2.0;","20066222","1014872"
"ARC","Windows","10.64.0.40","arc-prd-rdp1","ARC-PRD-RDP1","","","","Windows Server 2016 Datacenter 64 bit Edition Version 1607","378072","Mozilla Firefox Multiple Vulnerabilities (MFSA2023-09)","Active"," ","false","2023-04-04","2023-08-31","CVE-2023-25748  CVE-2023-25749  CVE-2023-25750  CVE-2023-25751  CVE-2023-25752  CVE-2023-28159  CVE-2023-28160  CVE-2023-28161  CVE-2023-28162  CVE-2023-28163  CVE-2023-28164  CVE-2023-28176  CVE-2023-28177 ","8.8","Vendor has released fix to address these vulnerabilities.Upgrading to Firefox 111 will fix the vulnerability, for more information you can refer [MFSA2023-09](https://www.mozilla.org/en-US/security/advisories/mfsa2023-09/).\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [MFSA2023-09](https://www.mozilla.org/en-US/security/advisories/mfsa2023-09/)","C:\\Program Files\\Mozilla Firefox\\firefox.exe  Version is  95.0.0.0;","20066222","1014872"
"ARC","Windows","10.64.0.40","arc-prd-rdp1","ARC-PRD-RDP1","","","","Windows Server 2016 Datacenter 64 bit Edition Version 1607","375629","Putty Denial of Service Vulnerability","Active"," ","false","2022-09-15","2023-08-31","CVE-2021-33500 ","7.5","Customers are advised to upgrade to  latest version [PuTTY 0.75](https://www.chiark.greenend.org.uk/~sgtatham/putty/latest.html) Inorder to remediate this vulnerability.\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [Putty](https://www.chiark.greenend.org.uk/~sgtatham/putty/changes.html)","%ProgramFiles(x86)%\\PuTTY\\putty.exe  Version is  0.73.0.0;","20066222","1014872"
"ARC","Windows","10.64.0.40","arc-prd-rdp1","ARC-PRD-RDP1","","","","Windows Server 2016 Datacenter 64 bit Edition Version 1607","375759","Putty Multiple Security Vulnerabilities","Active"," ","false","2022-09-15","2023-08-31","CVE-2021-36367 ","8.1","Customers are advised to upgrade to  latest version [PuTTY 0.76](https://www.chiark.greenend.org.uk/~sgtatham/putty/latest.html) Inorder to remediate this vulnerability.\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [CVE-2021-36367](https://www.chiark.greenend.org.uk/~sgtatham/putty/changes.html)","%ProgramFiles(x86)%\\PuTTY\\putty.exe  Version is  0.73.0.0;","20066222","1014872"
"ARC","Windows","10.64.0.40","arc-prd-rdp1","ARC-PRD-RDP1","","","","Windows Server 2016 Datacenter 64 bit Edition Version 1607","376237","Mozilla Firefox Multiple Vulnerabilities (MFSA2022-01)","Active"," ","false","2022-09-15","2023-08-31","CVE-2021-4140  CVE-2022-22736  CVE-2022-22737  CVE-2022-22738  CVE-2022-22739  CVE-2022-22740  CVE-2022-22741  CVE-2022-22742  CVE-2022-22743  CVE-2022-22744  CVE-2022-22745  CVE-2022-22746  CVE-2022-22747  CVE-2022-22748  CVE-2022-22749  CVE-2022-22750  CVE-2022-22751  CVE-2022-22752 ","10.0","Vendor has released fix to address these vulnerabilities. Refer to [MFSA2022-01 or later](https://www.mozilla.org/en-US/security/advisories/mfsa2022-01/)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [MFSA2022-01](https://www.mozilla.org/en-US/security/advisories/mfsa2022-01/)","C:\\Program Files\\Mozilla Firefox\\firefox.exe  Version is  95.0.0.0;","20066222","1014872"
"ARC","Windows","10.64.0.40","arc-prd-rdp1","ARC-PRD-RDP1","","","","Windows Server 2016 Datacenter 64 bit Edition Version 1607","376387","Mozilla Firefox Multiple Vulnerabilities (MFSA2022-04)","Active"," ","false","2022-09-15","2023-08-31","CVE-2022-0511  CVE-2022-22753  CVE-2022-22754  CVE-2022-22755  CVE-2022-22756  CVE-2022-22757  CVE-2022-22758  CVE-2022-22759  CVE-2022-22760  CVE-2022-22761  CVE-2022-22762  CVE-2022-22764 ","9.6","Vendor has released fix to address these vulnerabilities. Refer to [MFSA2022-04 or later](https://www.mozilla.org/en-US/security/advisories/mfsa2022-04/)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [MFSA2022-04](https://www.mozilla.org/en-US/security/advisories/mfsa2022-04/)","C:\\Program Files\\Mozilla Firefox\\firefox.exe  Version is  95.0.0.0;","20066222","1014872"
"ARC","Windows","10.64.0.40","arc-prd-rdp1","ARC-PRD-RDP1","","","","Windows Server 2016 Datacenter 64 bit Edition Version 1607","376447","Mozilla Firefox Multiple Vulnerabilities (MFSA2022-09)","Active"," ","false","2022-09-15","2023-08-31","CVE-2022-26485  CVE-2022-26486 ","9.6","Vendor has released fix to address these vulnerabilities. Refer to [MFSA2022-09 or later](https://www.mozilla.org/en-US/security/advisories/mfsa2022-09/)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [MFSA2022-09](https://www.mozilla.org/en-US/security/advisories/mfsa2022-09/)","C:\\Program Files\\Mozilla Firefox\\firefox.exe  Version is  95.0.0.0;","20066222","1014872"
"ARC","Windows","10.64.0.40","arc-prd-rdp1","ARC-PRD-RDP1","","","","Windows Server 2016 Datacenter 64 bit Edition Version 1607","376458","Mozilla Firefox Multiple Vulnerabilities (MFSA2022-10)","Active"," ","false","2022-09-15","2023-08-31","CVE-2022-0843  CVE-2022-26381  CVE-2022-26382  CVE-2022-26383  CVE-2022-26384  CVE-2022-26385  CVE-2022-26387 ","9.6","Vendor has released fix to address these vulnerabilities. Refer to [MFSA2022-10 or later](https://www.mozilla.org/en-US/security/advisories/mfsa2022-10/)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [MFSA2022-10](https://www.mozilla.org/en-US/security/advisories/mfsa2022-10/)","C:\\Program Files\\Mozilla Firefox\\firefox.exe  Version is  95.0.0.0;","20066222","1014872"
"ARC","Windows","10.64.0.40","arc-prd-rdp1","ARC-PRD-RDP1","","","","Windows Server 2016 Datacenter 64 bit Edition Version 1607","376625","Mozilla Firefox Multiple Vulnerabilities (MFSA2022-19)","Active"," ","false","2022-09-15","2023-08-31","CVE-2022-1529  CVE-2022-1802 ","8.8","Vendor has released fix to address these vulnerabilities. Refer to [MFSA2022-19 or later](https://www.mozilla.org/en-US/security/advisories/mfsa2022-19/)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [MFSA2022-19](https://www.mozilla.org/en-US/security/advisories/mfsa2022-19/)","C:\\Program Files\\Mozilla Firefox\\firefox.exe  Version is  95.0.0.0;","20066222","1014872"
"ARC","Windows","10.64.0.40","arc-prd-rdp1","ARC-PRD-RDP1","","","","Windows Server 2016 Datacenter 64 bit Edition Version 1607","376643","Mozilla Firefox Multiple Vulnerabilities (MFSA2022-20)","Active"," ","false","2022-09-15","2023-08-31","CVE-2022-1919  CVE-2022-31736  CVE-2022-31737  CVE-2022-31738  CVE-2022-31739  CVE-2022-31740  CVE-2022-31741  CVE-2022-31742  CVE-2022-31743  CVE-2022-31744  CVE-2022-31745  CVE-2022-31747  CVE-2022-31748 ","9.8","Vendor has released fix to address these vulnerabilities. Refer to [MFSA2022-20 or later](https://www.mozilla.org/en-US/security/advisories/mfsa2022-20/)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [MFSA2022-20](https://www.mozilla.org/en-US/security/advisories/mfsa2022-20/)","C:\\Program Files\\Mozilla Firefox\\firefox.exe  Version is  95.0.0.0;","20066222","1014872"
"ARC","Windows","10.64.0.40","arc-prd-rdp1","ARC-PRD-RDP1","","","","Windows Server 2016 Datacenter 64 bit Edition Version 1607","376705","Mozilla Firefox Multiple Vulnerabilities (MFSA2022-24)","Active"," ","false","2022-09-15","2023-08-31","CVE-2022-2200  CVE-2022-34468  CVE-2022-34469  CVE-2022-34470  CVE-2022-34471  CVE-2022-34472  CVE-2022-34473  CVE-2022-34474  CVE-2022-34475  CVE-2022-34476  CVE-2022-34477  CVE-2022-34478  CVE-2022-34479  CVE-2022-34480  CVE-2022-34481  CVE-2022-34482  CVE-2022-34483  CVE-2022-34484  CVE-2022-34485 ","9.8","Vendor has released fix to address these vulnerabilities. Refer to [MFSA2022-24 or later](https://www.mozilla.org/en-US/security/advisories/mfsa2022-24/)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [MFSA2022-24](https://www.mozilla.org/en-US/security/advisories/mfsa2022-24/)","C:\\Program Files\\Mozilla Firefox\\firefox.exe  Version is  95.0.0.0;","20066222","1014872"
"ARC","Windows","10.64.0.40","arc-prd-rdp1","ARC-PRD-RDP1","","","","Windows Server 2016 Datacenter 64 bit Edition Version 1607","376758","Mozilla Firefox Multiple Vulnerabilities (MFSA2022-28)","Active"," ","false","2022-09-15","2023-08-31","CVE-2022-2505  CVE-2022-36314  CVE-2022-36315  CVE-2022-36316  CVE-2022-36317  CVE-2022-36318  CVE-2022-36319  CVE-2022-36320 ","9.8","Vendor has released fix to address these vulnerabilities. Refer to [MFSA2022-28 or later](https://www.mozilla.org/en-US/security/advisories/mfsa2022-28/)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [MFSA2022-28](https://www.mozilla.org/en-US/security/advisories/mfsa2022-28/)","C:\\Program Files\\Mozilla Firefox\\firefox.exe  Version is  95.0.0.0;","20066222","1014872"
"ARC","Windows","10.64.0.40","arc-prd-rdp1","ARC-PRD-RDP1","","","","Windows Server 2016 Datacenter 64 bit Edition Version 1607","376857","Mozilla Firefox Multiple Vulnerabilities (MFSA2022-33)","Active"," ","false","2022-09-15","2023-08-31","CVE-2022-38472  CVE-2022-38473  CVE-2022-38474  CVE-2022-38475  CVE-2022-38477  CVE-2022-38478 ","8.8","Vendor has released fix to address these vulnerabilities. Refer to [MFSA2022-33 or later](https://www.mozilla.org/en-US/security/advisories/mfsa2022-33/)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [MFSA2022-33](https://www.mozilla.org/en-US/security/advisories/mfsa2022-33/)","C:\\Program Files\\Mozilla Firefox\\firefox.exe  Version is  95.0.0.0;","20066222","1014872"
"ARC","Windows","10.64.0.40","arc-prd-rdp1","ARC-PRD-RDP1","","","","Windows Server 2016 Datacenter 64 bit Edition Version 1607","376519","Mozilla Firefox Multiple Vulnerabilities (MFSA2022-13)","Active"," ","false","2022-09-15","2023-08-31","CVE-2022-1097  CVE-2022-24713  CVE-2022-28281  CVE-2022-28282  CVE-2022-28283  CVE-2022-28284  CVE-2022-28285  CVE-2022-28286  CVE-2022-28287  CVE-2022-28288  CVE-2022-28289 ","8.8","Vendor has released fix to address these vulnerabilities. Refer to [MFSA2022-13 or later](https://www.mozilla.org/en-US/security/advisories/mfsa2022-13/)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [MFSA2022-13](https://www.mozilla.org/en-US/security/advisories/mfsa2022-13/)","C:\\Program Files\\Mozilla Firefox\\firefox.exe  Version is  95.0.0.0;","20066222","1014872"
"ARC","Windows","10.64.0.40","arc-prd-rdp1","ARC-PRD-RDP1","","","","Windows Server 2016 Datacenter 64 bit Edition Version 1607","376574","Mozilla Firefox Multiple Vulnerabilities (MFSA2022-16)","Active"," ","false","2022-09-15","2023-08-31","CVE-2022-29909  CVE-2022-29910  CVE-2022-29911  CVE-2022-29912  CVE-2022-29914  CVE-2022-29915  CVE-2022-29916  CVE-2022-29917  CVE-2022-29918 ","9.8","Vendor has released fix to address these vulnerabilities. Refer to [MFSA2022-16 or later](https://www.mozilla.org/en-US/security/advisories/mfsa2022-16/)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [MFSA2022-16](https://www.mozilla.org/en-US/security/advisories/mfsa2022-16/)","C:\\Program Files\\Mozilla Firefox\\firefox.exe  Version is  95.0.0.0;","20066222","1014872"
"ARC","Windows","10.64.0.40","arc-prd-rdp1","ARC-PRD-RDP1","","","","Windows Server 2016 Datacenter 64 bit Edition Version 1607","378383","Mozilla Firefox Multiple Vulnerabilities (MFSA2023-13)","Active"," ","false","2023-04-12","2023-08-31","CVE-2023-28163  CVE-2023-29531  CVE-2023-29532  CVE-2023-29533  CVE-2023-29534  CVE-2023-29535  CVE-2023-29536  CVE-2023-29537  CVE-2023-29538  CVE-2023-29539  CVE-2023-29540  CVE-2023-29541  CVE-2023-29542  CVE-2023-29543  CVE-2023-29544  CVE-2023-29545  CVE-2023-29546  CVE-2023-29547  CVE-2023-29548  CVE-2023-29549  CVE-2023-29550  CVE-2023-29551 ","9.8","Vendor has released fix to address these vulnerabilities. Refer to [MFSA2023-13 or later](https://www.mozilla.org/en-US/security/advisories/mfsa2023-13/)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [MFSA2023-13](https://www.mozilla.org/en-US/security/advisories/mfsa2023-13/)","C:\\Program Files\\Mozilla Firefox\\firefox.exe  Version is  95.0.0.0;","20066222","1014872"
"ARC","Windows","10.64.0.40","arc-prd-rdp1","ARC-PRD-RDP1","","","","Windows Server 2016 Datacenter 64 bit Edition Version 1607","377600","Mozilla Firefox Multiple Vulnerabilities (MFSA2022-40)","Active"," ","false","2022-09-21","2023-08-31","CVE-2022-40956  CVE-2022-40957  CVE-2022-40958  CVE-2022-40959  CVE-2022-40960  CVE-2022-40961  CVE-2022-40962 ","8.8","Vendor has released fix to address these vulnerabilities. Refer to [MFSA2022-40 or later](https://www.mozilla.org/en-US/security/advisories/mfsa2022-40/)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [MFSA2022-40](https://www.mozilla.org/en-US/security/advisories/mfsa2022-40/)","C:\\Program Files\\Mozilla Firefox\\firefox.exe  Version is  95.0.0.0;","20066222","1014872"
